"_federal_accountability_status"	overall_grade	additional_credit	environment_grade	peer_index_	overall_score	principal	progress_category_score	dbn	_progress_report_grade	school	environment_category_score	performance_category_score	progress_grade	district	progress_report_type	performance_grade	_quality_review_score	school_level_	_school_support_organization
In Good Standing	B	4	B	3.00	63.3	Anthony D. Barbetta	33.6	28Q620	B	THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	7.6	18.1	B	28	HS	A	Well Developed	High School	ICI
In Good Standing	B	0	B	3.87	52	Cynthia Edwards	22.7	28Q680	B	QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL	9.2	20.1	C	28	ESMS	A	Proficient	Middle School	ICI
In Good Standing	A	0	B	3.52	66.4	Cynthia Edwards	40.7	28Q680	B	QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL	8	17.7	A	28	HS	A	Proficient	High School	ICI
In Good Standing	A	0	A	3.90	75.1	Jie Zhang	43.9	28Q687	A	QUEENS HIGH SCHOOL FOR THE SCIENCES AT  YORK COLLEGE	9.7	21.5	A	28	HS	A	Proficient	High School	ICI
In Good Standing	C	2	B	2.61	41.7	Diahann E. Malcolm	22.1	28Q690	C	HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY	6.3	11.3	C	28	HS	B	Well Developed	High School	ICI
In Good Standing	C	0.75	A	3.42	41.8	Avionne Gumbs	13.3	28Q896	A	YOUNG  WOMEN'S LEADERSHIP SCHOOL QUEENS	11	16.7	D	28	ESMS	B	Proficient	Middle School	New Visions
""				2.76		Avionne Gumbs		28Q896		YOUNG  WOMEN'S LEADERSHIP SCHOOL, QUEENS				28	HS			High School	New Visions
In Good Standing		0															Proficient		
In Good Standing	A	3	B	50.36	59.9	Antonio K'Tori	34.1	29Q015	A	P.S. 015 JACKIE ROBINSON	9	13.8	A	29	ESMS	B	Well Developed	Elementary School	Replications, Inc.
In Good Standing	B	3.75	A	38.24	48.7	Erich Wagner	21.7	29Q033	B	P.S. 033 EDWARD M. FUNK	10.6	12.6	C	29	ESMS	B	Well Developed	Elementary School	ESO
In Good Standing	A	1.5	C	57.38	69.3	Pauline Shakespeare	40.6	29Q034	B	P.S. 034 JOHN HARVARD	6.4	20.8	A	29	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	2.25	C	48.11	47.3	Mark Dempsey	28.9	29Q035	C	P.S. 035 NATHANIEL WOODHULL	4.9	11.2	B	29	ESMS	C	Proficient	Elementary School	ICI
In Good Standing	A	5.25	B	51.80	59.6	Lynn Staton	32.5	29Q036	C	P.S. 036 SAINT ALBANS SCHOOL	8.4	13.4	B	29	ESMS	B	Proficient	Elementary School	ICI
In Good Standing	C	0.75	C	54.89	42.1	Beverly Mitchell	27.2	29Q037	B	CYNTHIA JENKINS SCHOOL	5.2	8.9	B	29	ESMS	C	Well Developed	Elementary School	ESO
In Good Standing	A	2.25	A	53.77	62	Cassandra Anne Hundley	35.8	29Q038	B	P.S. 038 ROSEDALE	9.8	14.1	A	29	ESMS	B	Underdeveloped with Proficient Features	Elementary School	ESO
In Good Standing	A	6	B	55.01	80.3	Linda Pough	51.2	29Q052	B	P.S. 052 QUEENS	8.7	14.4	A	29	ESMS	B	Proficient	Elementary School	ESO
Requiring Academic Progress - Year 4	B	2.25	C	3.09	52.1	Carleton Gordon	27.1	29Q059	B	I.S. 059 SPRINGFIELD GARDENS	6.4	16.3	B	29	ESMS	B	Proficient	Middle School	ICI
In Good Standing	B	2.25	F	45.48	56.4	Dolores Reid-Barker	35.5	29Q095	B	P.S. 095 EASTWOOD	3	15.6	A	29	ESMS	B	Well Developed	Elementary School	ICI
Requiring Academic Progress - Year 5	C	2.25	D	3.19	47.4	Miatheresa Pate	25.1	29Q109	B	JEAN NUZZI INTERMEDIATE SCHOOL	4.7	15.3	C	29	ESMS	B	Underdeveloped with Proficient Features	Middle School	ESO
In Need of Improvement - Year 1	B	0.75	B	55.49	52.2	Barbara Fuller	29.8	29Q116	B	P.S. 116 WILLIAM C. HUGHLEY	8.9	12.7	B	29	ESMS	C	Proficient	K-8	ICI
In Good Standing	A	5.25	A	59.45	61	Adele Armstrong	26.6	29Q118	B	P.S. 118 LORRAINE HANSBERRY	9.2	19.9	B	29	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	0	A	35.20	64	Randolph Ford	33	29Q131	A	P.S. 131 ABIGAIL ADAMS	9.3	21.7	A	29	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	A	3.75	A	51.43	63	Alicia Davis	31.3	29Q132	A	P.S. 132 RALPH BUNCHE	11	16.9	B	29	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	C	0.75	B	54.93	45.3	Cheryl Marmon-Halm	23.2	29Q134	A	P.S. 134 HOLLIS	7.6	13.7	C	29	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	A	3	A	45.75	59.6	George Hadjoglou	27.9	29Q135	B	THE BELLAIRE SCHOOL	9.5	19.2	B	29	ESMS	A	Proficient	Elementary School	ESO
In Good Standing	B	0	C	55.59	50.1	Tanya S.T. Walker	35.3	29Q136	D	P.S. 136 ROY WILKINS	5.8	9	A	29	ESMS	C	Proficient	Elementary School	ICI
In Good Standing	C	1.5	C	54.78	38.4	Nichele Manning- Andrews	20.5	29Q138	B	P.S. 138 SUNRISE	4.6	11.8	C	29	ESMS	C	Well Developed	K-8	ESO
In Good Standing	B	3	C	50.46	49.7	Anne Cohen	30.1	29Q147	A	P.S. 147 RONALD MCNAIR	6.9	9.7	B	29	ESMS	D	Proficient	K-8	ICI
In Good Standing	B	1.5	C	48.57	53.2	Noreen Little	33.5	29Q156	B	P.S. 156 LAURELTON	5.8	12.4	B	29	ESMS	C	Proficient	K-8	ICI
In Good Standing	A	0.75	A	57.10	64	Arlene Bartlett	30.5	29Q176	A	P.S. 176 CAMBRIA HEIGHTS	13.2	19.5	B	29	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	5.25	B	58.48	64.5	Cheryl Auguste	38.2	29Q181	B	P.S. 181 BROOKFIELD	7.2	13.8	A	29	ESMS	B	Well Developed	Elementary School	ICI
Restructuring - Year 2	B	0.75	A	2.98	60.2	Harriet Diaz	30.4	29Q192	B	I.S. 192 THE LINDEN	11.7	17.3	B	29	ESMS	B	Proficient	Middle School	CEI-PEA
In Good Standing	B	4.5	B	51.44	56.3	Beryl Bailey	31.6	29Q195	B	P.S. 195 WILLIAM HABERLE	8.1	12.1	B	29	ESMS	B	Proficient	Elementary School	ICI
In Good Standing	B	1.5	B	37.10	55.6	James Philemy	26.7	29Q208	A	P.S. / I.S. 208	9.9	17.5	B	29	ESMS	B	Well Developed	K-8	ICI
Requiring Academic Progress - Year 5	D	0	D	3.01	35.6	Emmanuel Lubin	16	29Q231	C	I.S. 231 MAGNETECH 2000	4.7	14.9	D	29	ESMS	B	Proficient	Middle School	ICI
Restructuring - Year 4	C	0	B	3.19	46.7	Joseph Gates	25.2	29Q238	B	I.S. 238 SUSAN B ANTHONY	7.5	14	C	29	ESMS	B	Well Developed	Middle School	ESO
""				2.36		Tashon Haywood		29Q248		QUEENS PREPARATORY ACADEMY				29	HS			High School	ESO
In Good Standing		6															Well Developed		
In Good Standing	B	3	B	3.27	59.5	Michele Shannon	30.5	29Q259	B	PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL	9	17	B	29	ESMS	B	Proficient	Middle School	ESO
""				2.37		Michele Shannon		29Q259		PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL				29	HS			High School	ESO
In Good Standing		0															Proficient		
In Good Standing	A	2	A	2.34	66.9	Derek Jones	38.7	29Q265		EXCELSIOR PREPARATORY HIGH SCHOOL	9.6	16.6	A	29	HS	A	Well Developed	High School	ESO
In Good Standing	C	0	C	47.47	42.5	Lissa Grant-Stewart	22	29Q268	B	P.S. 268	7.1	13.4	C	29	ESMS	B	Well Developed	K-8	ICI
In Good Standing	B	1.5	A	43.54	55.3	Eleanor S. Andrew	24.7	29Q270	A	P.S. / I.S. Q270	10.9	18.2	C	29	ESMS	A	Well Developed	K-8	ICI
In Good Standing	A	4	A	2.43	69.9	Dr. Janice Sutton	37.7	29Q272	B	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES	11	17.2	A	29	HS	A	Proficient	High School	ICI
In Good Standing	F	0	D	3.33	25	Michael F. Renna	9	29Q283		PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL	4.6	11.4	D	29	ESMS	D	Proficient	Middle School	ESO
""				2.41		Michael F. Renna		29Q283		PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL				29	HS			High School	ESO
In Good Standing		2															Proficient		
""				50.99		Angela Thompson		29Q295		P.S./I.S. 295				29	ESMS			Elementary School	ICI
In Good Standing																			
In Good Standing	B	5	C	2.53	55	Andrea Holt	30.8	29Q492	C	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL	4.6	14.6	B	29	HS	B	Well Developed	High School	ESO
In Good Standing	C	4	C	2.38	42.4	Carole Kelly	24.9	29Q494	C	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	4.1	9.4	B	29	HS	C	Proficient	High School	ICI
Requiring Academic Progress - Year 1	C	0	C	2.16	41.1	Ray Warmsley	23.1	29Q496	B	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSHIP MAGNET HIGH SCHOO	5.5	12.5	C	29	HS	B	Proficient	High School	ICI
In Good Standing	B	4	A	2.38	62.6	Mercedes Qualls	33.5	29Q498	B	HUMANITIES & ARTS MAGNET HIGH SCHOOL	9	16.1	B	29	HS	B	Proficient	High School	ICI
In Good Standing	A	2.25	A	39.85	64	Joseph Taddeo	33	30Q002	C	P.S. 002 ALFRED ZIMBERG	11.1	17.6	A	30	ESMS	A	Well Developed	Elementary School	ICI
In Need of Improvement - Year 1	B	2.25	B	3.22	62.6	Clemente Lopes	35.9	30Q010	A	I.S. 010 HORACE GREELEY	8.9	15.5	A	30	ESMS	B	Well Developed	Middle School	ICI
In Good Standing	A	6	A	39.37	65.6	Anna Efkarpides	31.7	30Q011	A	P.S. 011 KATHRYN PHELAN	11.2	16.7	B	30	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	B	2.25	A	50.17	51.9	Cynthia Dickman	28.9	30Q017	B	P.S. 017 HENRY DAVID THOREAU	9.7	11	B	30	ESMS	C	Well Developed	Elementary School	ICI
In Good Standing	B	1.5	B	37.15	51.1	Martha Vazquez	22.8	30Q069	B	P.S. 069 JACKSON HEIGHTS	8.9	17.9	C	30	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	B	4.5	B	40.24	56.9	Donna Geller	27.8	30Q070	B	P.S. 070 QUEENS	7.5	17.1	B	30	ESMS	A	Well Developed	Elementary School	ICI
In Need of Improvement - Year 1	B	6	B	59.69	59.5	Mary Schafenberg	29.9	30Q076	A	P.S. 076 WILLIAM HALLET	8.6	15	B	30	ESMS	B	Underdeveloped with Proficient Features	Elementary School	ICI
In Good Standing	B	0	A	40.15	58.3	Louis Pavone	31.9	30Q078	A	P.S. 078	9.7	16.7	B	30	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	B	0	B	41.53	47.2	John Buffa	26	30Q084	C	P.S. 084 STEINWAY	7.1	14.1	B	30	ESMS	B	Proficient	Elementary School	ICI
In Good Standing	A	6.75	A	41.11	71.4	Ann Gordon-Chang	37.5	30Q085	C	P.S. 085 JUDGE CHARLES VALLONE	10.1	17	A	30	ESMS	A	Well Developed	Elementary School	ICI
In Need of Improvement - Year 1	A	3	A	66.67	73.2	Pasquale Baratta	39.7	30Q092	C	P.S. 092 HARRY T. STEWART SR.	14.5	16	A	30	ESMS	A	Well Developed	Elementary School	ICI
Planning for Restructuring	A	5.25	B	62.92	67.2	Randy Seabrook	38.6	30Q111	B	P.S. 111 JACOB BLACKWELL	8.6	14.7	A	30	ESMS	B	Proficient	K-8	ESO
In Need of Improvement - Year 1	A	5.25	C	53.61	62.3	Rafeal Campos	35.6	30Q112	D	P.S. 112 DUTCH KILLS	5.9	15.5	A	30	ESMS	B	Well Developed	Elementary School	CLSO
In Good Standing	B	0.75	B	29.23	54.6	Mary Kojes	20.9	30Q122	B	P.S. 122 MAMIE FAY	9.6	23.3	C	30	ESMS	A	Well Developed	K-8	ESO
Restructuring - Year 4	B	2.25	C	2.95	57.8	Candice Scott	33.3	30Q126	C	ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS	5.4	16.8	B	30	ESMS	B	Proficient	Middle School	ICI
In Need of Improvement - Year 1	C	3.75	B	51.82	40.6	Chayvonne Harper	15.5	30Q127	B	P.S. 127 AEROSPACE SCIENCE MAGNE	8.8	12.5	D	30	ESMS	C	Well Developed	K-8	ICI
Restructuring - Year 4	A	10.5	B	3.37	81.3	Miranda Pavlou	41.7	30Q141	A	I.S. 141 THE STEINWAY	9.6	19.5	A	30	ESMS	A	Well Developed	Middle School	ICI
Restructuring - Year 4	C	0.75	B	3.15	49.2	Dolores Beckham	26.9	30Q145	B	I.S. 145 JOSEPH PULITZER	7.8	13.7	B	30	ESMS	C	Well Developed	Middle School	ICI
In Good Standing	B	0	A	53.15	51.9	Andrew Paccione	24.5	30Q148	B	P.S. 148 QUEENS	10.1	17.3	B	30	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	0	A	58.34	62.2	Marlene Gonzalez	31.3	30Q149	B	P.S. 149 CHRISTA MCAULIFFE	11.5	19.4	B	30	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	7.5	B	41.11	76	Carmen Parache	42.7	30Q150	A	P.S. 150 QUEENS	6.5	19.3	A	30	ESMS	A	Well Developed	Elementary School	ICI
In Need of Improvement - Year 2	A	9	C	50.77	66.5	John Bono	41.7	30Q151	F	P.S. 151 MARY D. CARTER	5.9	9.9	A	30	ESMS	C	Proficient	Elementary School	ESO
In Good Standing	A	7.5	B	42.61	74.9	Vincent Vitolo	43.5	30Q152	B	P.S. 152 GWENDOLYN ALLEYNE	8	15.9	A	30	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	3.75	A	47.13	72.4	Janet Farrell	39.4	30Q166	D	P.S. 166 HENRY GRADSTEIN	12.2	17	A	30	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	B	0.75	B	54.51	49.1	Anne Bussel	26.7	30Q171	C	P.S. 171 PETER G. VAN ALST	7.9	13.7	B	30	ESMS	B	Proficient	Elementary School	ICI
Restructuring - Year 4	B	1.5	C	3.12	52.1	Yvonne Leimsider	30.3	30Q204	B	I.S. 204 OLIVER W. HOLMES	6.3	14	B	30	ESMS	B	Proficient	Middle School	ESO
In Good Standing	B	1.5	A	51.34	56.3	Carin Ilene Ellis	25.3	30Q212	A	P.S. 212	10.4	19.1	B	30	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	9.75	B	3.55	73.6	Renee David	36.1	30Q227	A	I.S. 227 LOUIS ARMSTRONG	9	18.7	A	30	ESMS	A	Well Developed	Middle School	ICI
Planning for Restructuring	B	2.25	B	3.33	58.3	Sharon Terry	31.1	30Q230	B	I.S. 230	7.7	17.2	B	30	ESMS	B	Well Developed	Middle School	ICI
In Good Standing	B	2.25	A	45.03	52.2	Thea Pallos	22.6	30Q234	B	P.S. 234	11.2	16.1	C	30	ESMS	A	Well Developed	Elementary School	ICI
Planning for Restructuring	A	0	A	2.95	89.9	Carmen Rivera	60	30Q235		ACADEMY FOR NEW AMERICANS	15	14.9	A	30	ESMS	B	Well Developed	Middle School	ICI
In Good Standing	A	1.5	A	3.61	79.4	Laura A Mitchell	44	30Q286		YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA	15	18.9	A	30	ESMS	A	Proficient	Middle School	New Visions
Requiring Academic Progress - Year 6	B	4	B	2.33	50.7	Chris Pelletieri	29.2	30Q445	B	WILLIAM CULLEN BRYANT HIGH SCHOOL	8.5	9	B	30	HS	C	Proficient	High School	ICI
Restructuring - Year 1	B	8	B	2.33	62.4	William Bassell	37.4	30Q450	B	LONG ISLAND CITY HIGH SCHOOL	6.3	10.7	A	30	HS	B	Well Developed	High School	ICI
In Good Standing	A	0	B	3.27	74.6	Donna Finn	44.2	30Q501	B	FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL	8	22.4	A	30	HS	A	Well Developed	High School	ESO
In Good Standing	B	6	B	2.43	59.4	Nancy Casella	32.5	30Q502	B	INFORMATION TECHNOLOGY HIGH SCHOOL	7	13.9	B	30	HS	B	Underdeveloped with Proficient Features	High School	ESO
In Need of Improvement - Year 2	A	0	A	1.97	75.6	Mary Burke	40.3	30Q555	A	NEWCOMERS HIGH SCHOOL	12.8	22.5	A	30	HS	A	Outstanding	High School	ICI
In Good Standing	B	3	A	2.98	62.8	Ellen Sherman	31	30Q575	B	ACADEMY OF AMERICAN STUDIES	9.4	19.4	B	30	HS	A	Well Developed	High School	ICI
In Good Standing	B	0	A	3.85	58.1	Kelly Joan Johnson	30.2	30Q580	C	BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION	10.2	17.7	B	30	ESMS	A	Proficient	Middle School	ESO
In Good Standing	A	0	A	3.48	79	Kelly Joan Johnson	50.4	30Q580	A	BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION	10.6	18	A	30	HS	A	Proficient	High School	ESO
In Good Standing	A	3	B	14.42	86.9	Diane Gordin	58.4	31R001	C	P.S. 001 TOTTENVILLE	8.2	17.3	A	31	ESMS	A	Well Developed	Elementary School	CEI-PEA
In Corrective Action	D	1.5	C	3.25	29.4	Adrienne Stallone	8.8	31R002	C	I.S. R002 GEORGE L. EGBERT	5.4	13.7	F	31	ESMS	C	Well Developed	Middle School	KLSO
In Good Standing	B	1.5	B	11.06	49.2	Donna Gioello	26.5	31R003	B	P.S. 003 THE MARGARET GIOIOSA SCHOOL	7.5	13.7	B	31	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	C	1.5	B	20.21	44.8	Mr. Marc A. Harris	24.6	31R004	C	P.S. 004 MAURICE WOLLIN	8.6	10.1	B	31	ESMS	C	Well Developed	Elementary School	CEI-PEA
In Good Standing	C	0	B	7.68	43.3	Katherine Corso	20.9	31R005	C	P.S. 005 HUGUENOT	7.7	14.7	C	31	ESMS	B	Well Developed	Elementary School	CEI-PEA
In Good Standing	A	4.5	A	15.09	72.2	Erminia Claudio	46.6	31R006	B	P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL	10.6	10.5	A	31	ESMS	C	Well Developed	Elementary School	ICI
Requiring Academic Progress - Year 2	A	3.75	B	3.52	68.9	Dr. Nora De Rosa-Karby	37.5	31R007	B	I.S. 007 ELIAS BERNSTEIN	8.1	19.5	A	31	ESMS	A	Well Developed	Middle School	ICI
In Good Standing	A	6	B	19.24	70.7	Lisa Esposito	41.3	31R008	D	P.S. 8 SHIRLEE SOLOMON	8.6	14.8	A	31	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	B	4.5	B	42.35	59	Erica Mattera	39.1	31R011	F	P.S. 11 THOMAS DONGAN SCHOOL	7.9	7.5	A	31	ESMS	D	Well Developed	Elementary School	ICI
In Good Standing	B	3	B	42.52	56.7	Constance Montijo	30.4	31R013	B	P.S. 013 M. L. LINDENMEYER	6.8	16.5	B	31	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	C	0	D	61.73	42.3	Nancy Hargett	26.2	31R014	D	P.S. 014 CORNELIUS VANDERBILT	4.2	11.9	B	31	ESMS	B	Underdeveloped with Proficient Features	Elementary School	ICI
Restructuring - Year 3	C	0.75	C	55.04	35.6	Vincenza Gallassio	24.4	31R016	C	P.S. 016 JOHN J. DRISCOLL	5.3	5.1	B	31	ESMS	F	Proficient	Elementary School	ICI
In Need of Improvement - Year 1	A	3	B	67.83	60.9	Ms. Donna Luisi	36.4	31R018	B	P.S. 018 JOHN G. WHITTIER	6.7	14.8	A	31	ESMS	B	Well Developed	Elementary School	KLSO
In Good Standing	A	5.25	A	52.31	67.5	Mary Petrone	35.3	31R019	B	P.S. 019 THE CURTIS SCHOOL	9.5	17.4	A	31	ESMS	A	Well Developed	Elementary School	ICI
Restructuring - Year 1	A	3.75	A	63.86	74	Marie Munoz	41.5	31R020	B	P.S. 020 PORT RICHMOND	12	16.7	A	31	ESMS	A	Proficient	Elementary School	ICI
In Good Standing	B	0	A	56.68	46.1	Gina Moreno	22.1	31R021	B	P.S. 21 MARGARET EMERY-ELM PARK	10.7	13.3	C	31	ESMS	B	Well Developed	Elementary School	CEI-PEA
In Good Standing	B	3	B	45.90	52.7	Melissa Lamb Donath	27.2	31R022	B	P.S. 022 GRANITEVILLE	8.4	14.1	B	31	ESMS	B	Well Developed	Elementary School	CEI-PEA
In Good Standing	A	4.5	A	17.99	64.7	Mark Bronstein	36.4	31R023	C	P.S. 023 RICHMONDTOWN	9.2	14.6	A	31	ESMS	B	Well Developed	Elementary School	CEI-PEA
In Good Standing	B	2.25	B	3.55	59.8	Rosemarie O'Neill	35.1	31R024	C	I.S. 024 MYRA S. BARNES	7.1	15.3	B	31	ESMS	B	Well Developed	Middle School	CEI-PEA
In Good Standing	B	2.25	B	34.06	48.5	Ms. Joanne Mecane	31.9	31R026	C	P.S. 026 THE CARTERET SCHOOL	6.8	7.5	B	31	ESMS	D	Proficient	Elementary School	CEI-PEA
In Corrective Action	C	0	B	3.14	44.6	Tracey Kornish	23.8	31R027	C	I.S. 027 ANNING S. PRALL	7.2	13.6	C	31	ESMS	C	Proficient	Middle School	LLSO
In Good Standing	A	1.5	A	26.18	66.4	Mrs. Linda Manfredi	35.6	31R029	A	P.S. 029 BARDWELL	11.4	17.9	A	31	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	C	0.75	C	20.66	34.7	Mrs. Denise N. Spina	16.1	31R030	C	P.S. 030 WESTERLEIGH	6	11.8	C	31	ESMS	B	Proficient	Elementary School	ESO
In Good Standing	A	4.5	A	59.54	60.1	Patricia Covington	33.1	31R031	D	P.S. 031 WILLIAM T. DAVIS	9.3	13.2	A	31	ESMS	B	Proficient	Elementary School	ESO
In Good Standing	C	0.75	C	14.30	41.2	Nancy Spataro	20.5	31R032	B	P.S. 032 THE GIFFORD SCHOOL	6	13.9	C	31	ESMS	B	Well Developed	Elementary School	ESO
In Good Standing	B	3.75	A	3.51	64.5	Jeff Preston	32.5	31R034	D	I.S. 034 TOTTENVILLE	10.7	17.5	B	31	ESMS	B	Well Developed	Middle School	ICI
In Good Standing	C	0	B	25.38	44.7	Melissa Longobardi	18.4	31R035	F	P.S. 35 THE CLOVE VALLEY SCHOOL	8.6	17.7	C	31	ESMS	A	Proficient	Elementary School	ESO
In Good Standing	C	0	B	12.72	43.3	Barbara Bellafatto	25.9	31R036	F	P.S. 036 J. C. DRUMGOOLE	7.2	10.2	B	31	ESMS	C	Proficient	Elementary School	ICI
In Good Standing	B	3.75	B	36.67	53.7	Everlidys Robles	30.6	31R038	C	P.S. 038 GEORGE CROMWELL	7.1	12.2	B	31	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	B	0.75	A	29.70	53.6	Mr. Robert E. Corso	26.3	31R039	B	P.S. 39 FRANCIS J. MURPHY JR.	9.6	16.9	B	31	ESMS	A	Well Developed	Elementary School	CEI-PEA
In Good Standing	B	1.5	C	27.20	53.5	Elise Feldman	34.7	31R041	D	P.S. 041 NEW DORP	6	11.3	A	31	ESMS	C	Well Developed	Elementary School	ICI
In Good Standing	A	0	A	15.22	60.9	Brian Sharkey	37.9	31R042	C	P.S. 042 ELTINGVILLE	9.7	13.3	A	31	ESMS	B	Well Developed	Elementary School	ICI
In Need of Improvement - Year 2	B	3	C	61.22	48.7	Rhonda Whitfield	30.6	31R044	D	P.S. 044 THOMAS C. BROWN	6.3	8.8	B	31	ESMS	C	Proficient	Elementary School	ICI
In Good Standing	C	0	C	34.55	43.1	Teresa Caccavale	25.2	31R045	C	P.S. 045 JOHN TYLER	4.9	13	B	31	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	B	1.5	A	38.47	54.2	Andrea Maffeo	30.3	31R046	F	P.S. 046 ALBERT V. MANISCALCO	11.6	10.8	B	31	ESMS	C	Well Developed	Elementary School	ICI
""				2.82		Aimee Horowitz		31R047		CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES				31	HS			High School	ESO
In Good Standing		5															Well Developed		
In Good Standing	A	0	A	21.92	67.1	Jacqueline Mammolito	36.7	31R048	B	P.S. 048 WILLIAM C. WILCOX	10.8	19.6	A	31	ESMS	A	Well Developed	Elementary School	ESO
Restructuring - Year 3	B	6	C	3.04	62.4	Linda Hill	36.6	31R049	C	I.S. 49 BERTA A. DREYFUS	5.3	14.5	A	31	ESMS	B	Proficient	Middle School	KLSO
In Good Standing	A	0.75	B	18.14	61.7	Sharon Toby Fine	43.3	31R050	F	P.S. 050 FRANK HANKINSON	6.7	10.9	A	31	ESMS	C	Proficient	Elementary School	ICI
In Corrective Action	B	2.25	C	3.15	49.7	Emma Della Rocca	27.5	31R051	C	I.S. 051 EDWIN MARKHAM	6.4	13.5	B	31	ESMS	C	Proficient	Middle School	KLSO
In Good Standing	F	0	B	27.52	28.1	Ms. Evelyn Mastroianni	15.5	31R052	C	P.S. 052 JOHN C. THOMPSON	6.5	6.1	C	31	ESMS	D	Well Developed	Elementary School	ICI
In Good Standing	B	0	B	14.92	48.9	Annette Esposito	24.1	31R053	C	P.S. 053 BAY TERRACE	9.1	15.7	B	31	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	1.5	B	25.56	46.5	Anna Castley	20.9	31R054	B	P.S. 054 CHARLES W. LENG	8	16.1	C	31	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	0.75	B	12.12	59	Kathleen Schultz	37.6	31R055	D	P.S. 055 HENRY M. BOEHM	7.4	13.2	A	31	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	C	0	B	13.89	45.3	Dean Scali	23.8	31R056	C	P.S. 56 THE LOUIS DESARIO SCHOOL	8	13.5	B	31	ESMS	B	Proficient	Elementary School	ICI
In Good Standing	B	1.5	B	62.44	47.3	Sandra Barnes	28.1	31R057	B	P.S. 057 HUBERT H. HUMPHREY	7.7	10	B	31	ESMS	C	Proficient	Elementary School	ICI
In Good Standing	A	1.5	A	27.15	65.4	Roseann Mezzacappa	38.7	31R058	B	SPACE SHUTTLE COLUMBIA SCHOOL	10.2	15	A	31	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	B	5.25	C	33.00	58.6	Bonnie Ferretti	34.6	31R060	C	P.S. 060 ALICE AUSTEN	6	12.7	A	31	ESMS	B	Well Developed	Elementary School	ICI
In Corrective Action	B	4.5	C	3.22	58.2	Mr. Richard J. Gallo	32.8	31R061	C	I.S. 061 WILLIAM A MORRIS	5.9	15	B	31	ESMS	B	Well Developed	Middle School	ICI
In Good Standing	B	0	B	24.25	46.6	Doreen Murphy	28.6	31R069	C	P.S. 069 DANIEL D. TOMPKINS	7.8	10.2	B	31	ESMS	C	Well Developed	Elementary School	CEI-PEA
In Need of Improvement - Year 1	B	0.75	B	3.26	53	Peter Macellari	29	31R072	C	I.S. 072 ROCCO LAURIE	7.7	15.5	B	31	ESMS	B	Well Developed	Middle School	CEI-PEA
In Good Standing	B	2.25	B	3.50	64.6	Mark Cannizzaro	35.6	31R075	B	I.S. 075 FRANK D. PAULO	8.5	18.2	A	31	ESMS	A	Well Developed	Middle School	ICI
In Good Standing	B	3	B	23.22	53.7	Joanne Buckheit	29.5	31R080	C	THE MICHAEL J. PETRIDES SCHOOL	8.7	12.5	B	31	ESMS	C	Well Developed	K-8	ESO
